"","SEMANA","REPORTE","CVEGEO","MUNICIPIO","CLAS_REG","POB","CASOS_SEMANALES"
"416",47,2020-11-22,"26014","Baviácora","Río Sonora",3676,1
"417",48,2020-11-29,"26014","Baviácora","Río Sonora",3676,0
"418",49,2020-12-04,"26014","Baviácora","Río Sonora",3676,8
"419",12,2020-03-22,"26015","Bavispe","Sierra Alta",1629,0
"420",13,2020-03-29,"26015","Bavispe","Sierra Alta",1629,0
"421",14,2020-04-05,"26015","Bavispe","Sierra Alta",1629,0
"422",15,2020-04-12,"26015","Bavispe","Sierra Alta",1629,0
"423",16,2020-04-19,"26015","Bavispe","Sierra Alta",1629,0
"424",17,2020-04-26,"26015","Bavispe","Sierra Alta",1629,0
"425",18,2020-05-03,"26015","Bavispe","Sierra Alta",1629,0
"426",19,2020-05-10,"26015","Bavispe","Sierra Alta",1629,0
"427",20,2020-05-17,"26015","Bavispe","Sierra Alta",1629,0
"428",21,2020-05-24,"26015","Bavispe","Sierra Alta",1629,0
"429",22,2020-05-31,"26015","Bavispe","Sierra Alta",1629,1
"430",23,2020-06-07,"26015","Bavispe","Sierra Alta",1629,2
"431",24,2020-06-14,"26015","Bavispe","Sierra Alta",1629,0
"432",25,2020-06-21,"26015","Bavispe","Sierra Alta",1629,2
"433",26,2020-06-28,"26015","Bavispe","Sierra Alta",1629,0
"434",27,2020-07-05,"26015","Bavispe","Sierra Alta",1629,0
"435",28,2020-07-12,"26015","Bavispe","Sierra Alta",1629,0
"436",29,2020-07-19,"26015","Bavispe","Sierra Alta",1629,0
"437",30,2020-07-26,"26015","Bavispe","Sierra Alta",1629,0
"438",31,2020-08-02,"26015","Bavispe","Sierra Alta",1629,0
"439",32,2020-08-09,"26015","Bavispe","Sierra Alta",1629,0
"440",33,2020-08-16,"26015","Bavispe","Sierra Alta",1629,0
"441",34,2020-08-23,"26015","Bavispe","Sierra Alta",1629,0
"442",35,2020-08-30,"26015","Bavispe","Sierra Alta",1629,0
"443",36,2020-09-06,"26015","Bavispe","Sierra Alta",1629,0
"444",37,2020-09-13,"26015","Bavispe","Sierra Alta",1629,0
"445",38,2020-09-20,"26015","Bavispe","Sierra Alta",1629,0
"446",39,2020-09-27,"26015","Bavispe","Sierra Alta",1629,0
"447",40,2020-10-04,"26015","Bavispe","Sierra Alta",1629,0
"448",41,2020-10-11,"26015","Bavispe","Sierra Alta",1629,0
"449",42,2020-10-18,"26015","Bavispe","Sierra Alta",1629,0
"450",43,2020-10-25,"26015","Bavispe","Sierra Alta",1629,0
"451",44,2020-11-01,"26015","Bavispe","Sierra Alta",1629,0
"452",45,2020-11-08,"26015","Bavispe","Sierra Alta",1629,0
"453",46,2020-11-15,"26015","Bavispe","Sierra Alta",1629,0
"454",47,2020-11-22,"26015","Bavispe","Sierra Alta",1629,0
"455",48,2020-11-29,"26015","Bavispe","Sierra Alta",1629,1
"456",49,2020-12-04,"26015","Bavispe","Sierra Alta",1629,0
"457",12,2020-03-22,"26016","Benjamín Hill","Centro Norte",5580,0
"458",13,2020-03-29,"26016","Benjamín Hill","Centro Norte",5580,0
"459",14,2020-04-05,"26016","Benjamín Hill","Centro Norte",5580,0
"460",15,2020-04-12,"26016","Benjamín Hill","Centro Norte",5580,0
"461",16,2020-04-19,"26016","Benjamín Hill","Centro Norte",5580,0
"462",17,2020-04-26,"26016","Benjamín Hill","Centro Norte",5580,0
"463",18,2020-05-03,"26016","Benjamín Hill","Centro Norte",5580,0
"464",19,2020-05-10,"26016","Benjamín Hill","Centro Norte",5580,0
"465",20,2020-05-17,"26016","Benjamín Hill","Centro Norte",5580,0
"466",21,2020-05-24,"26016","Benjamín Hill","Centro Norte",5580,0
"467",22,2020-05-31,"26016","Benjamín Hill","Centro Norte",5580,1
"468",23,2020-06-07,"26016","Benjamín Hill","Centro Norte",5580,0
"469",24,2020-06-14,"26016","Benjamín Hill","Centro Norte",5580,1
"470",25,2020-06-21,"26016","Benjamín Hill","Centro Norte",5580,3
"471",26,2020-06-28,"26016","Benjamín Hill","Centro Norte",5580,5
"472",27,2020-07-05,"26016","Benjamín Hill","Centro Norte",5580,1
"473",28,2020-07-12,"26016","Benjamín Hill","Centro Norte",5580,1
"474",29,2020-07-19,"26016","Benjamín Hill","Centro Norte",5580,3
"475",30,2020-07-26,"26016","Benjamín Hill","Centro Norte",5580,0
"476",31,2020-08-02,"26016","Benjamín Hill","Centro Norte",5580,0
"477",32,2020-08-09,"26016","Benjamín Hill","Centro Norte",5580,1
"478",33,2020-08-16,"26016","Benjamín Hill","Centro Norte",5580,2
"479",34,2020-08-23,"26016","Benjamín Hill","Centro Norte",5580,0
"480",35,2020-08-30,"26016","Benjamín Hill","Centro Norte",5580,1
"481",36,2020-09-06,"26016","Benjamín Hill","Centro Norte",5580,2
"482",37,2020-09-13,"26016","Benjamín Hill","Centro Norte",5580,0
"483",38,2020-09-20,"26016","Benjamín Hill","Centro Norte",5580,0
"484",39,2020-09-27,"26016","Benjamín Hill","Centro Norte",5580,0
"485",40,2020-10-04,"26016","Benjamín Hill","Centro Norte",5580,2
"486",41,2020-10-11,"26016","Benjamín Hill","Centro Norte",5580,1
"487",42,2020-10-18,"26016","Benjamín Hill","Centro Norte",5580,0
"488",43,2020-10-25,"26016","Benjamín Hill","Centro Norte",5580,0
"489",44,2020-11-01,"26016","Benjamín Hill","Centro Norte",5580,0
"490",45,2020-11-08,"26016","Benjamín Hill","Centro Norte",5580,0
"491",46,2020-11-15,"26016","Benjamín Hill","Centro Norte",5580,1
"492",47,2020-11-22,"26016","Benjamín Hill","Centro Norte",5580,1
"493",48,2020-11-29,"26016","Benjamín Hill","Centro Norte",5580,2
"494",49,2020-12-04,"26016","Benjamín Hill","Centro Norte",5580,1
"495",12,2020-03-22,"26017","Caborca","Noroeste",92177,0
"496",13,2020-03-29,"26017","Caborca","Noroeste",92177,0
"497",14,2020-04-05,"26017","Caborca","Noroeste",92177,0
"498",15,2020-04-12,"26017","Caborca","Noroeste",92177,2
"499",16,2020-04-19,"26017","Caborca","Noroeste",92177,4
"500",17,2020-04-26,"26017","Caborca","Noroeste",92177,2
"501",18,2020-05-03,"26017","Caborca","Noroeste",92177,7
"502",19,2020-05-10,"26017","Caborca","Noroeste",92177,5
"503",20,2020-05-17,"26017","Caborca","Noroeste",92177,12
"504",21,2020-05-24,"26017","Caborca","Noroeste",92177,27
"505",22,2020-05-31,"26017","Caborca","Noroeste",92177,14
"506",23,2020-06-07,"26017","Caborca","Noroeste",92177,30
"507",24,2020-06-14,"26017","Caborca","Noroeste",92177,67
"508",25,2020-06-21,"26017","Caborca","Noroeste",92177,67
"509",26,2020-06-28,"26017","Caborca","Noroeste",92177,38
"510",27,2020-07-05,"26017","Caborca","Noroeste",92177,116
"511",28,2020-07-12,"26017","Caborca","Noroeste",92177,95
"512",29,2020-07-19,"26017","Caborca","Noroeste",92177,101
"513",30,2020-07-26,"26017","Caborca","Noroeste",92177,133
"514",31,2020-08-02,"26017","Caborca","Noroeste",92177,133
"515",32,2020-08-09,"26017","Caborca","Noroeste",92177,96
"516",33,2020-08-16,"26017","Caborca","Noroeste",92177,160
"517",34,2020-08-23,"26017","Caborca","Noroeste",92177,82
"518",35,2020-08-30,"26017","Caborca","Noroeste",92177,72
"519",36,2020-09-06,"26017","Caborca","Noroeste",92177,48
"520",37,2020-09-13,"26017","Caborca","Noroeste",92177,39
"521",38,2020-09-20,"26017","Caborca","Noroeste",92177,33
"522",39,2020-09-27,"26017","Caborca","Noroeste",92177,28
"523",40,2020-10-04,"26017","Caborca","Noroeste",92177,27
"524",41,2020-10-11,"26017","Caborca","Noroeste",92177,32
"525",42,2020-10-18,"26017","Caborca","Noroeste",92177,13
"526",43,2020-10-25,"26017","Caborca","Noroeste",92177,36
"527",44,2020-11-01,"26017","Caborca","Noroeste",92177,39
"528",45,2020-11-08,"26017","Caborca","Noroeste",92177,45
"529",46,2020-11-15,"26017","Caborca","Noroeste",92177,38
"530",47,2020-11-22,"26017","Caborca","Noroeste",92177,45
"531",48,2020-11-29,"26017","Caborca","Noroeste",92177,72
"532",49,2020-12-04,"26017","Caborca","Noroeste",92177,28
"533",12,2020-03-22,"26018","Cajeme","Sur",468994,0
"534",13,2020-03-29,"26018","Cajeme","Sur",468994,4
"535",14,2020-04-05,"26018","Cajeme","Sur",468994,1
"536",15,2020-04-12,"26018","Cajeme","Sur",468994,2
"537",16,2020-04-19,"26018","Cajeme","Sur",468994,4
"538",17,2020-04-26,"26018","Cajeme","Sur",468994,3
"539",18,2020-05-03,"26018","Cajeme","Sur",468994,12
"540",19,2020-05-10,"26018","Cajeme","Sur",468994,26
"541",20,2020-05-17,"26018","Cajeme","Sur",468994,70
"542",21,2020-05-24,"26018","Cajeme","Sur",468994,120
"543",22,2020-05-31,"26018","Cajeme","Sur",468994,158
"544",23,2020-06-07,"26018","Cajeme","Sur",468994,237
"545",24,2020-06-14,"26018","Cajeme","Sur",468994,290
"546",25,2020-06-21,"26018","Cajeme","Sur",468994,343
"547",26,2020-06-28,"26018","Cajeme","Sur",468994,312
"548",27,2020-07-05,"26018","Cajeme","Sur",468994,357
"549",28,2020-07-12,"26018","Cajeme","Sur",468994,208
"550",29,2020-07-19,"26018","Cajeme","Sur",468994,276
"551",30,2020-07-26,"26018","Cajeme","Sur",468994,241
"552",31,2020-08-02,"26018","Cajeme","Sur",468994,233
"553",32,2020-08-09,"26018","Cajeme","Sur",468994,439
"554",33,2020-08-16,"26018","Cajeme","Sur",468994,276
"555",34,2020-08-23,"26018","Cajeme","Sur",468994,214
"556",35,2020-08-30,"26018","Cajeme","Sur",468994,152
"557",36,2020-09-06,"26018","Cajeme","Sur",468994,144
"558",37,2020-09-13,"26018","Cajeme","Sur",468994,120
"559",38,2020-09-20,"26018","Cajeme","Sur",468994,112
"560",39,2020-09-27,"26018","Cajeme","Sur",468994,64
"561",40,2020-10-04,"26018","Cajeme","Sur",468994,84
"562",41,2020-10-11,"26018","Cajeme","Sur",468994,97
"563",42,2020-10-18,"26018","Cajeme","Sur",468994,120
"564",43,2020-10-25,"26018","Cajeme","Sur",468994,79
"565",44,2020-11-01,"26018","Cajeme","Sur",468994,72
"566",45,2020-11-08,"26018","Cajeme","Sur",468994,47
"567",46,2020-11-15,"26018","Cajeme","Sur",468994,124
"568",47,2020-11-22,"26018","Cajeme","Sur",468994,127
"569",48,2020-11-29,"26018","Cajeme","Sur",468994,266
"570",49,2020-12-04,"26018","Cajeme","Sur",468994,157
"571",12,2020-03-22,"26019","Cananea","Río Sonora",38103,0
"572",13,2020-03-29,"26019","Cananea","Río Sonora",38103,0
"573",14,2020-04-05,"26019","Cananea","Río Sonora",38103,0
"574",15,2020-04-12,"26019","Cananea","Río Sonora",38103,0
"575",16,2020-04-19,"26019","Cananea","Río Sonora",38103,0
"576",17,2020-04-26,"26019","Cananea","Río Sonora",38103,0
"577",18,2020-05-03,"26019","Cananea","Río Sonora",38103,0
"578",19,2020-05-10,"26019","Cananea","Río Sonora",38103,8
"579",20,2020-05-17,"26019","Cananea","Río Sonora",38103,9
"580",21,2020-05-24,"26019","Cananea","Río Sonora",38103,2
"581",22,2020-05-31,"26019","Cananea","Río Sonora",38103,6
"582",23,2020-06-07,"26019","Cananea","Río Sonora",38103,10
"583",24,2020-06-14,"26019","Cananea","Río Sonora",38103,16
"584",25,2020-06-21,"26019","Cananea","Río Sonora",38103,25
"585",26,2020-06-28,"26019","Cananea","Río Sonora",38103,24
"586",27,2020-07-05,"26019","Cananea","Río Sonora",38103,20
"587",28,2020-07-12,"26019","Cananea","Río Sonora",38103,38
"588",29,2020-07-19,"26019","Cananea","Río Sonora",38103,20
"589",30,2020-07-26,"26019","Cananea","Río Sonora",38103,89
"590",31,2020-08-02,"26019","Cananea","Río Sonora",38103,48
"591",32,2020-08-09,"26019","Cananea","Río Sonora",38103,34
"592",33,2020-08-16,"26019","Cananea","Río Sonora",38103,30
"593",34,2020-08-23,"26019","Cananea","Río Sonora",38103,20
"594",35,2020-08-30,"26019","Cananea","Río Sonora",38103,8
"595",36,2020-09-06,"26019","Cananea","Río Sonora",38103,14
"596",37,2020-09-13,"26019","Cananea","Río Sonora",38103,6
"597",38,2020-09-20,"26019","Cananea","Río Sonora",38103,13
"598",39,2020-09-27,"26019","Cananea","Río Sonora",38103,35
"599",40,2020-10-04,"26019","Cananea","Río Sonora",38103,65
"600",41,2020-10-11,"26019","Cananea","Río Sonora",38103,64
"601",42,2020-10-18,"26019","Cananea","Río Sonora",38103,66
"602",43,2020-10-25,"26019","Cananea","Río Sonora",38103,64
"603",44,2020-11-01,"26019","Cananea","Río Sonora",38103,131
"604",45,2020-11-08,"26019","Cananea","Río Sonora",38103,96
"605",46,2020-11-15,"26019","Cananea","Río Sonora",38103,143
"606",47,2020-11-22,"26019","Cananea","Río Sonora",38103,62
"607",48,2020-11-29,"26019","Cananea","Río Sonora",38103,94
"608",49,2020-12-04,"26019","Cananea","Río Sonora",38103,116
"609",12,2020-03-22,"26020","Carbó","Centro Norte",5305,0
"610",13,2020-03-29,"26020","Carbó","Centro Norte",5305,0
"611",14,2020-04-05,"26020","Carbó","Centro Norte",5305,0
"612",15,2020-04-12,"26020","Carbó","Centro Norte",5305,0
"613",16,2020-04-19,"26020","Carbó","Centro Norte",5305,0
"614",17,2020-04-26,"26020","Carbó","Centro Norte",5305,0
"615",18,2020-05-03,"26020","Carbó","Centro Norte",5305,0
"616",19,2020-05-10,"26020","Carbó","Centro Norte",5305,0
"617",20,2020-05-17,"26020","Carbó","Centro Norte",5305,0
"618",21,2020-05-24,"26020","Carbó","Centro Norte",5305,0
"619",22,2020-05-31,"26020","Carbó","Centro Norte",5305,1
"620",23,2020-06-07,"26020","Carbó","Centro Norte",5305,0
"621",24,2020-06-14,"26020","Carbó","Centro Norte",5305,0
"622",25,2020-06-21,"26020","Carbó","Centro Norte",5305,0
"623",26,2020-06-28,"26020","Carbó","Centro Norte",5305,0
"624",27,2020-07-05,"26020","Carbó","Centro Norte",5305,0
"625",28,2020-07-12,"26020","Carbó","Centro Norte",5305,0
"626",29,2020-07-19,"26020","Carbó","Centro Norte",5305,1
"627",30,2020-07-26,"26020","Carbó","Centro Norte",5305,0
"628",31,2020-08-02,"26020","Carbó","Centro Norte",5305,0
"629",32,2020-08-09,"26020","Carbó","Centro Norte",5305,0
"630",33,2020-08-16,"26020","Carbó","Centro Norte",5305,1
"631",34,2020-08-23,"26020","Carbó","Centro Norte",5305,3
"632",35,2020-08-30,"26020","Carbó","Centro Norte",5305,0
"633",36,2020-09-06,"26020","Carbó","Centro Norte",5305,0
"634",37,2020-09-13,"26020","Carbó","Centro Norte",5305,0
"635",38,2020-09-20,"26020","Carbó","Centro Norte",5305,0
"636",39,2020-09-27,"26020","Carbó","Centro Norte",5305,0
"637",40,2020-10-04,"26020","Carbó","Centro Norte",5305,0
"638",41,2020-10-11,"26020","Carbó","Centro Norte",5305,0
"639",42,2020-10-18,"26020","Carbó","Centro Norte",5305,0
"640",43,2020-10-25,"26020","Carbó","Centro Norte",5305,0
"641",44,2020-11-01,"26020","Carbó","Centro Norte",5305,0
"642",45,2020-11-08,"26020","Carbó","Centro Norte",5305,0
"643",46,2020-11-15,"26020","Carbó","Centro Norte",5305,0
"644",47,2020-11-22,"26020","Carbó","Centro Norte",5305,0
"645",48,2020-11-29,"26020","Carbó","Centro Norte",5305,0
"646",49,2020-12-04,"26020","Carbó","Centro Norte",5305,0
"647",12,2020-03-22,"26021","La Colorada","Sierra Centro",2122,0
"648",13,2020-03-29,"26021","La Colorada","Sierra Centro",2122,0
"649",14,2020-04-05,"26021","La Colorada","Sierra Centro",2122,0
"650",15,2020-04-12,"26021","La Colorada","Sierra Centro",2122,0
"651",16,2020-04-19,"26021","La Colorada","Sierra Centro",2122,0
"652",17,2020-04-26,"26021","La Colorada","Sierra Centro",2122,0
"653",18,2020-05-03,"26021","La Colorada","Sierra Centro",2122,0
"654",19,2020-05-10,"26021","La Colorada","Sierra Centro",2122,0
"655",20,2020-05-17,"26021","La Colorada","Sierra Centro",2122,0
"656",21,2020-05-24,"26021","La Colorada","Sierra Centro",2122,0
"657",22,2020-05-31,"26021","La Colorada","Sierra Centro",2122,0
"658",23,2020-06-07,"26021","La Colorada","Sierra Centro",2122,0
"659",24,2020-06-14,"26021","La Colorada","Sierra Centro",2122,0
"660",25,2020-06-21,"26021","La Colorada","Sierra Centro",2122,0
"661",26,2020-06-28,"26021","La Colorada","Sierra Centro",2122,0
"662",27,2020-07-05,"26021","La Colorada","Sierra Centro",2122,0
"663",28,2020-07-12,"26021","La Colorada","Sierra Centro",2122,0
"664",29,2020-07-19,"26021","La Colorada","Sierra Centro",2122,1
"665",30,2020-07-26,"26021","La Colorada","Sierra Centro",2122,0
"666",31,2020-08-02,"26021","La Colorada","Sierra Centro",2122,0
"667",32,2020-08-09,"26021","La Colorada","Sierra Centro",2122,0
"668",33,2020-08-16,"26021","La Colorada","Sierra Centro",2122,0
"669",34,2020-08-23,"26021","La Colorada","Sierra Centro",2122,0
"670",35,2020-08-30,"26021","La Colorada","Sierra Centro",2122,0
"671",36,2020-09-06,"26021","La Colorada","Sierra Centro",2122,0
"672",37,2020-09-13,"26021","La Colorada","Sierra Centro",2122,0
"673",38,2020-09-20,"26021","La Colorada","Sierra Centro",2122,0
"674",39,2020-09-27,"26021","La Colorada","Sierra Centro",2122,0
"675",40,2020-10-04,"26021","La Colorada","Sierra Centro",2122,0
"676",41,2020-10-11,"26021","La Colorada","Sierra Centro",2122,0
"677",42,2020-10-18,"26021","La Colorada","Sierra Centro",2122,0
"678",43,2020-10-25,"26021","La Colorada","Sierra Centro",2122,0
"679",44,2020-11-01,"26021","La Colorada","Sierra Centro",2122,0
"680",45,2020-11-08,"26021","La Colorada","Sierra Centro",2122,0
"681",46,2020-11-15,"26021","La Colorada","Sierra Centro",2122,0
"682",47,2020-11-22,"26021","La Colorada","Sierra Centro",2122,0
"683",48,2020-11-29,"26021","La Colorada","Sierra Centro",2122,0
"684",49,2020-12-04,"26021","La Colorada","Sierra Centro",2122,0
"685",12,2020-03-22,"26022","Cucurpe","Centro Norte",1066,0
"686",13,2020-03-29,"26022","Cucurpe","Centro Norte",1066,0
"687",14,2020-04-05,"26022","Cucurpe","Centro Norte",1066,0
"688",15,2020-04-12,"26022","Cucurpe","Centro Norte",1066,0
"689",16,2020-04-19,"26022","Cucurpe","Centro Norte",1066,0
"690",17,2020-04-26,"26022","Cucurpe","Centro Norte",1066,0
"691",18,2020-05-03,"26022","Cucurpe","Centro Norte",1066,0
"692",19,2020-05-10,"26022","Cucurpe","Centro Norte",1066,0
"693",20,2020-05-17,"26022","Cucurpe","Centro Norte",1066,0
"694",21,2020-05-24,"26022","Cucurpe","Centro Norte",1066,0
"695",22,2020-05-31,"26022","Cucurpe","Centro Norte",1066,0
"696",23,2020-06-07,"26022","Cucurpe","Centro Norte",1066,0
"697",24,2020-06-14,"26022","Cucurpe","Centro Norte",1066,1
"698",25,2020-06-21,"26022","Cucurpe","Centro Norte",1066,0
"699",26,2020-06-28,"26022","Cucurpe","Centro Norte",1066,0
"700",27,2020-07-05,"26022","Cucurpe","Centro Norte",1066,0
"701",28,2020-07-12,"26022","Cucurpe","Centro Norte",1066,1
"702",29,2020-07-19,"26022","Cucurpe","Centro Norte",1066,0
"703",30,2020-07-26,"26022","Cucurpe","Centro Norte",1066,0
"704",31,2020-08-02,"26022","Cucurpe","Centro Norte",1066,0
"705",32,2020-08-09,"26022","Cucurpe","Centro Norte",1066,0
"706",33,2020-08-16,"26022","Cucurpe","Centro Norte",1066,0
"707",34,2020-08-23,"26022","Cucurpe","Centro Norte",1066,0
"708",35,2020-08-30,"26022","Cucurpe","Centro Norte",1066,0
"709",36,2020-09-06,"26022","Cucurpe","Centro Norte",1066,0
"710",37,2020-09-13,"26022","Cucurpe","Centro Norte",1066,0
"711",38,2020-09-20,"26022","Cucurpe","Centro Norte",1066,1
"712",39,2020-09-27,"26022","Cucurpe","Centro Norte",1066,0
"713",40,2020-10-04,"26022","Cucurpe","Centro Norte",1066,0
"714",41,2020-10-11,"26022","Cucurpe","Centro Norte",1066,0
"715",42,2020-10-18,"26022","Cucurpe","Centro Norte",1066,0
"716",43,2020-10-25,"26022","Cucurpe","Centro Norte",1066,0
"717",44,2020-11-01,"26022","Cucurpe","Centro Norte",1066,0
"718",45,2020-11-08,"26022","Cucurpe","Centro Norte",1066,5
"719",46,2020-11-15,"26022","Cucurpe","Centro Norte",1066,0
"720",47,2020-11-22,"26022","Cucurpe","Centro Norte",1066,0
"721",48,2020-11-29,"26022","Cucurpe","Centro Norte",1066,0
"722",49,2020-12-04,"26022","Cucurpe","Centro Norte",1066,0
"723",12,2020-03-22,"26023","Cumpas","Sierra Alta",6755,0
"724",13,2020-03-29,"26023","Cumpas","Sierra Alta",6755,0
"725",14,2020-04-05,"26023","Cumpas","Sierra Alta",6755,0
"726",15,2020-04-12,"26023","Cumpas","Sierra Alta",6755,0
"727",16,2020-04-19,"26023","Cumpas","Sierra Alta",6755,0
"728",17,2020-04-26,"26023","Cumpas","Sierra Alta",6755,0
"729",18,2020-05-03,"26023","Cumpas","Sierra Alta",6755,0
"730",19,2020-05-10,"26023","Cumpas","Sierra Alta",6755,1
"731",20,2020-05-17,"26023","Cumpas","Sierra Alta",6755,0
"732",21,2020-05-24,"26023","Cumpas","Sierra Alta",6755,0
"733",22,2020-05-31,"26023","Cumpas","Sierra Alta",6755,0
"734",23,2020-06-07,"26023","Cumpas","Sierra Alta",6755,0
"735",24,2020-06-14,"26023","Cumpas","Sierra Alta",6755,2
"736",25,2020-06-21,"26023","Cumpas","Sierra Alta",6755,2
"737",26,2020-06-28,"26023","Cumpas","Sierra Alta",6755,1
"738",27,2020-07-05,"26023","Cumpas","Sierra Alta",6755,1
"739",28,2020-07-12,"26023","Cumpas","Sierra Alta",6755,0
"740",29,2020-07-19,"26023","Cumpas","Sierra Alta",6755,1
"741",30,2020-07-26,"26023","Cumpas","Sierra Alta",6755,1
"742",31,2020-08-02,"26023","Cumpas","Sierra Alta",6755,2
"743",32,2020-08-09,"26023","Cumpas","Sierra Alta",6755,2
"744",33,2020-08-16,"26023","Cumpas","Sierra Alta",6755,2
"745",34,2020-08-23,"26023","Cumpas","Sierra Alta",6755,0
"746",35,2020-08-30,"26023","Cumpas","Sierra Alta",6755,0
"747",36,2020-09-06,"26023","Cumpas","Sierra Alta",6755,1
"748",37,2020-09-13,"26023","Cumpas","Sierra Alta",6755,0
"749",38,2020-09-20,"26023","Cumpas","Sierra Alta",6755,1
"750",39,2020-09-27,"26023","Cumpas","Sierra Alta",6755,0
"751",40,2020-10-04,"26023","Cumpas","Sierra Alta",6755,0
"752",41,2020-10-11,"26023","Cumpas","Sierra Alta",6755,0
"753",42,2020-10-18,"26023","Cumpas","Sierra Alta",6755,1
"754",43,2020-10-25,"26023","Cumpas","Sierra Alta",6755,4
"755",44,2020-11-01,"26023","Cumpas","Sierra Alta",6755,3
"756",45,2020-11-08,"26023","Cumpas","Sierra Alta",6755,2
"757",46,2020-11-15,"26023","Cumpas","Sierra Alta",6755,7
"758",47,2020-11-22,"26023","Cumpas","Sierra Alta",6755,5
"759",48,2020-11-29,"26023","Cumpas","Sierra Alta",6755,9
"760",49,2020-12-04,"26023","Cumpas","Sierra Alta",6755,2
"761",12,2020-03-22,"26024","Divisaderos","Sierra Alta",817,0
"762",13,2020-03-29,"26024","Divisaderos","Sierra Alta",817,0
"763",14,2020-04-05,"26024","Divisaderos","Sierra Alta",817,0
"764",15,2020-04-12,"26024","Divisaderos","Sierra Alta",817,0
"765",16,2020-04-19,"26024","Divisaderos","Sierra Alta",817,0
"766",17,2020-04-26,"26024","Divisaderos","Sierra Alta",817,0
"767",18,2020-05-03,"26024","Divisaderos","Sierra Alta",817,0
"768",19,2020-05-10,"26024","Divisaderos","Sierra Alta",817,0
"769",20,2020-05-17,"26024","Divisaderos","Sierra Alta",817,0
"770",21,2020-05-24,"26024","Divisaderos","Sierra Alta",817,0
"771",22,2020-05-31,"26024","Divisaderos","Sierra Alta",817,0
"772",23,2020-06-07,"26024","Divisaderos","Sierra Alta",817,0
"773",24,2020-06-14,"26024","Divisaderos","Sierra Alta",817,0
"774",25,2020-06-21,"26024","Divisaderos","Sierra Alta",817,0
"775",26,2020-06-28,"26024","Divisaderos","Sierra Alta",817,2
"776",27,2020-07-05,"26024","Divisaderos","Sierra Alta",817,0
"777",28,2020-07-12,"26024","Divisaderos","Sierra Alta",817,0
"778",29,2020-07-19,"26024","Divisaderos","Sierra Alta",817,1
"779",30,2020-07-26,"26024","Divisaderos","Sierra Alta",817,1
"780",31,2020-08-02,"26024","Divisaderos","Sierra Alta",817,0
"781",32,2020-08-09,"26024","Divisaderos","Sierra Alta",817,0
"782",33,2020-08-16,"26024","Divisaderos","Sierra Alta",817,0
"783",34,2020-08-23,"26024","Divisaderos","Sierra Alta",817,1
"784",35,2020-08-30,"26024","Divisaderos","Sierra Alta",817,0
"785",36,2020-09-06,"26024","Divisaderos","Sierra Alta",817,0
"786",37,2020-09-13,"26024","Divisaderos","Sierra Alta",817,0
"787",38,2020-09-20,"26024","Divisaderos","Sierra Alta",817,0
"788",39,2020-09-27,"26024","Divisaderos","Sierra Alta",817,0
"789",40,2020-10-04,"26024","Divisaderos","Sierra Alta",817,0
"790",41,2020-10-11,"26024","Divisaderos","Sierra Alta",817,0
"791",42,2020-10-18,"26024","Divisaderos","Sierra Alta",817,0
"792",43,2020-10-25,"26024","Divisaderos","Sierra Alta",817,0
"793",44,2020-11-01,"26024","Divisaderos","Sierra Alta",817,0
"794",45,2020-11-08,"26024","Divisaderos","Sierra Alta",817,0
"795",46,2020-11-15,"26024","Divisaderos","Sierra Alta",817,0
"796",47,2020-11-22,"26024","Divisaderos","Sierra Alta",817,0
"797",48,2020-11-29,"26024","Divisaderos","Sierra Alta",817,0
"798",49,2020-12-04,"26024","Divisaderos","Sierra Alta",817,0
"799",12,2020-03-22,"26025","Empalme","Sur",60631,0
"800",13,2020-03-29,"26025","Empalme","Sur",60631,0
"801",14,2020-04-05,"26025","Empalme","Sur",60631,0
"802",15,2020-04-12,"26025","Empalme","Sur",60631,0
"803",16,2020-04-19,"26025","Empalme","Sur",60631,0
"804",17,2020-04-26,"26025","Empalme","Sur",60631,0
"805",18,2020-05-03,"26025","Empalme","Sur",60631,0
"806",19,2020-05-10,"26025","Empalme","Sur",60631,0
"807",20,2020-05-17,"26025","Empalme","Sur",60631,0
"808",21,2020-05-24,"26025","Empalme","Sur",60631,1
"809",22,2020-05-31,"26025","Empalme","Sur",60631,0
"810",23,2020-06-07,"26025","Empalme","Sur",60631,2
"811",24,2020-06-14,"26025","Empalme","Sur",60631,7
"812",25,2020-06-21,"26025","Empalme","Sur",60631,19
"813",26,2020-06-28,"26025","Empalme","Sur",60631,14
"814",27,2020-07-05,"26025","Empalme","Sur",60631,24
"815",28,2020-07-12,"26025","Empalme","Sur",60631,19
"816",29,2020-07-19,"26025","Empalme","Sur",60631,21
"817",30,2020-07-26,"26025","Empalme","Sur",60631,43
"818",31,2020-08-02,"26025","Empalme","Sur",60631,38
"819",32,2020-08-09,"26025","Empalme","Sur",60631,96
"820",33,2020-08-16,"26025","Empalme","Sur",60631,46
"821",34,2020-08-23,"26025","Empalme","Sur",60631,71
"822",35,2020-08-30,"26025","Empalme","Sur",60631,61
"823",36,2020-09-06,"26025","Empalme","Sur",60631,32
"824",37,2020-09-13,"26025","Empalme","Sur",60631,47
"825",38,2020-09-20,"26025","Empalme","Sur",60631,13
"826",39,2020-09-27,"26025","Empalme","Sur",60631,10
"827",40,2020-10-04,"26025","Empalme","Sur",60631,13
